device_id,device_name,manufacturer,device_age_years,usage_hours_per_week,maintenance_frequency_per_year,last_maintenance_gap_days,error_logs_past_month,environment,criticality_level,spare_parts_availability,failures_past_year,manufacturer_support_rating,failure_within_year
104,X-Ray,Siemens,4,60,1,377,7,Lab,Medium,Moderate,1,3,1
105,X-Ray,Mindray,6,69,1,342,0,Diagnostic Center,Medium,Good,0,1,0
106,ECG,Mindray,10,55,1,408,3,Ward,High,Poor,0,3,1
107,Ultrasound,Canon Medical,6,34,4,149,0,Ward,High,Good,0,2,1
108,Infusion Pump,Fujifilm,6,25,12,58,10,Ward,Medium,Poor,2,2,1
109,X-Ray,Canon Medical,8,124,2,162,0,Diagnostic Center,Low,Moderate,0,2,0
110,Ventilator,Canon Medical,8,31,12,27,12,Diagnostic Center,Medium,Moderate,0,4,0
111,Ultrasound,Philips,7,47,0,431,6,Diagnostic Center,Medium,Poor,0,4,1
112,ECG,Medtronic,5,72,12,38,5,ICU,Low,Poor,0,3,0
113,Ultrasound,Siemens,5,69,1,360,5,Ward,Medium,Good,0,3,0
114,MRI Scanner,Philips,8,73,12,71,0,Ward,Medium,Moderate,1,3,0
115,MRI Scanner,Fujifilm,7,48,1,436,8,Ward,High,Good,0,4,1
116,X-Ray,GE Healthcare,6,65,12,25,0,ICU,Medium,Moderate,0,4,0
117,ECG,GE Healthcare,11,61,2,183,5,ICU,Medium,Poor,0,5,0
118,CT Scanner,GE Healthcare,8,52,2,197,7,Ward,High,Good,1,4,1
119,MRI Scanner,Siemens,2,66,4,88,17,Ward,Medium,Good,0,3,0
120,MRI Scanner,Philips,8,86,2,267,7,Ward,High,Moderate,0,4,1
121,Ultrasound,GE Healthcare,4,59,4,67,9,ICU,High,Good,1,5,0
122,Patient Monitor,Canon Medical,4,59,12,34,6,Lab,Medium,Good,0,4,0
123,Ventilator,Canon Medical,5,86,4,126,0,Ward,Medium,Moderate,0,2,1
124,Ventilator,Mindray,7,84,6,51,7,Lab,High,Moderate,0,1,1
125,Infusion Pump,Fujifilm,3,99,1,448,4,Ward,High,Moderate,1,4,0
126,CT Scanner,Medtronic,5,16,4,82,0,Diagnostic Center,Medium,Moderate,0,4,0
127,Infusion Pump,GE Healthcare,6,82,4,63,0,ICU,High,Poor,0,3,0
128,ECG,GE Healthcare,3,75,6,75,7,ICU,Medium,Poor,1,3,0
129,CT Scanner,Mindray,4,37,2,201,0,Operating Room,Low,Moderate,1,1,1
130,CT Scanner,Medtronic,2,66,4,169,7,Diagnostic Center,Medium,Good,2,2,1
131,Ventilator,GE Healthcare,4,86,2,159,2,ICU,High,Good,0,3,1
132,CT Scanner,Siemens,7,39,2,155,0,ICU,High,Poor,0,3,1
133,CT Scanner,Mindray,2,71,2,166,0,Diagnostic Center,High,Moderate,0,2,0
134,ECG,Canon Medical,2,81,2,195,13,ICU,High,Poor,0,2,0
135,Infusion Pump,Canon Medical,8,33,2,261,0,Ward,High,Moderate,0,2,1
136,Ventilator,Siemens,7,56,0,450,17,Diagnostic Center,High,Poor,0,5,1
137,ECG,Medtronic,6,67,6,68,0,Diagnostic Center,Low,Good,0,4,0
138,Ventilator,Mindray,7,40,1,454,17,Ward,Low,Moderate,0,2,1
139,X-Ray,Mindray,3,38,6,105,2,Diagnostic Center,Medium,Moderate,1,1,0
140,CT Scanner,Mindray,6,56,1,363,11,Operating Room,High,Poor,0,3,1
141,Ventilator,Canon Medical,8,80,1,407,0,ICU,Low,Moderate,0,4,0
142,Infusion Pump,Medtronic,3,76,4,166,0,Lab,High,Good,0,3,1
143,MRI Scanner,Canon Medical,5,38,4,164,4,Ward,High,Poor,0,2,0
144,X-Ray,Siemens,8,76,4,122,0,Operating Room,High,Moderate,0,5,0
145,MRI Scanner,Mindray,3,39,4,144,12,Diagnostic Center,Medium,Good,0,1,0
146,Ventilator,Canon Medical,5,19,2,185,5,ICU,Medium,Moderate,0,3,0
147,Infusion Pump,Medtronic,9,50,4,86,0,Operating Room,High,Moderate,0,3,0
148,ECG,Fujifilm,5,88,4,172,0,Ward,High,Moderate,0,2,0
149,Ventilator,Fujifilm,9,76,2,236,1,Ward,Low,Poor,0,3,1
150,Ultrasound,Canon Medical,6,59,6,116,0,Operating Room,Medium,Moderate,0,4,0
151,X-Ray,GE Healthcare,8,49,6,47,5,Operating Room,High,Moderate,0,4,0
152,X-Ray,Philips,6,50,2,214,2,Diagnostic Center,Medium,Good,0,3,0
153,X-Ray,Fujifilm,3,62,6,81,11,Diagnostic Center,High,Moderate,0,2,0
154,Infusion Pump,Siemens,5,33,12,53,6,Operating Room,Medium,Good,0,5,0
155,Patient Monitor,Fujifilm,4,51,4,148,0,Ward,High,Good,1,2,0
156,Ultrasound,GE Healthcare,7,54,2,193,0,Ward,Medium,Good,0,3,1
157,X-Ray,Canon Medical,10,26,12,92,0,Ward,Medium,Good,0,2,0
158,Infusion Pump,Canon Medical,4,39,1,436,0,Ward,Low,Good,0,3,1
159,X-Ray,Siemens,1,70,0,436,0,Operating Room,High,Moderate,0,4,1
160,Ultrasound,Fujifilm,7,60,2,205,10,Operating Room,Medium,Good,0,2,1
161,X-Ray,Medtronic,9,52,6,81,12,Operating Room,Low,Good,0,3,0
162,X-Ray,Siemens,5,37,12,12,0,Diagnostic Center,Medium,Poor,1,4,0
163,X-Ray,Philips,7,99,4,92,0,Ward,Low,Moderate,0,2,1
164,CT Scanner,Mindray,6,39,12,82,6,Ward,Low,Moderate,0,3,0
165,MRI Scanner,Siemens,6,66,1,415,0,Operating Room,Medium,Good,0,5,0
166,ECG,Mindray,9,47,1,400,15,Operating Room,High,Moderate,0,2,1
167,ECG,GE Healthcare,5,60,4,142,0,ICU,Medium,Moderate,1,5,0
168,Infusion Pump,Siemens,10,71,12,57,0,Ward,Medium,Moderate,0,5,0
169,Infusion Pump,GE Healthcare,12,25,4,99,1,Ward,Medium,Good,0,4,0
170,CT Scanner,GE Healthcare,7,59,1,361,0,Diagnostic Center,Medium,Moderate,0,5,0
171,MRI Scanner,Siemens,1,89,2,229,4,Diagnostic Center,Medium,Poor,0,4,0
172,Ventilator,Fujifilm,8,104,2,205,1,Ward,Medium,Poor,1,2,1
173,Infusion Pump,GE Healthcare,8,56,2,230,8,ICU,Medium,Good,1,5,1
174,Ultrasound,Siemens,5,61,0,406,8,ICU,High,Moderate,0,3,1
175,Infusion Pump,Siemens,7,115,12,72,5,ICU,Low,Good,0,3,0
176,Infusion Pump,Medtronic,4,88,4,145,4,ICU,Low,Moderate,0,3,0
177,ECG,Mindray,7,44,4,103,2,ICU,Medium,Moderate,0,3,0
178,Infusion Pump,Mindray,4,44,1,433,0,Ward,High,Moderate,1,3,1
179,X-Ray,GE Healthcare,7,83,1,386,8,Ward,High,Moderate,0,5,1
180,X-Ray,Medtronic,5,34,4,74,7,Operating Room,High,Moderate,0,4,0
181,Ultrasound,Medtronic,12,87,6,120,6,Ward,High,Moderate,0,3,1
182,CT Scanner,Canon Medical,5,68,4,68,0,Diagnostic Center,Medium,Good,0,2,0
183,Ventilator,Philips,5,72,6,64,6,Diagnostic Center,High,Moderate,0,4,0
184,CT Scanner,Mindray,5,53,6,47,3,Ward,High,Poor,1,3,1
185,Patient Monitor,Philips,4,44,1,389,9,ICU,Medium,Good,0,3,1
186,CT Scanner,Siemens,5,96,2,229,2,ICU,Low,Good,0,5,0
187,Infusion Pump,Siemens,7,53,4,112,0,ICU,High,Poor,0,5,0
188,CT Scanner,Philips,4,49,2,223,1,Ward,Medium,Moderate,0,2,0
189,Patient Monitor,Siemens,3,57,2,200,0,Operating Room,Low,Moderate,1,5,0
190,Ultrasound,Medtronic,4,64,2,159,0,Ward,Low,Moderate,0,4,0
191,Ultrasound,Mindray,4,34,2,188,3,ICU,Medium,Poor,0,1,0
192,Ultrasound,Medtronic,9,45,12,107,10,Lab,High,Poor,0,4,0
193,Infusion Pump,Philips,6,44,1,400,9,ICU,High,Good,2,2,1
194,CT Scanner,Mindray,5,81,2,232,5,ICU,High,Good,0,2,0
195,ECG,Mindray,10,37,4,137,12,Operating Room,Medium,Moderate,1,1,0
196,X-Ray,Philips,2,16,4,178,2,ICU,High,Good,1,2,1
197,CT Scanner,Medtronic,9,10,4,138,3,Operating Room,Medium,Moderate,0,4,0
198,Ventilator,Mindray,11,23,12,40,0,Diagnostic Center,High,Poor,0,3,0
199,Infusion Pump,Siemens,7,94,6,134,0,Diagnostic Center,Medium,Poor,0,5,0
200,CT Scanner,Philips,8,60,4,133,7,ICU,High,Poor,1,4,0
201,ECG,GE Healthcare,6,72,2,178,0,Ward,Medium,Good,0,3,0
202,Ventilator,Fujifilm,5,73,4,80,0,Ward,Medium,Poor,0,3,0
203,X-Ray,GE Healthcare,6,61,4,98,3,Diagnostic Center,Medium,Moderate,0,5,0
204,Infusion Pump,GE Healthcare,3,58,6,41,0,Diagnostic Center,High,Good,0,3,0
205,X-Ray,Canon Medical,8,86,12,41,2,ICU,High,Moderate,0,3,0
206,Ultrasound,Mindray,4,63,4,146,3,Diagnostic Center,High,Poor,0,2,1
207,ECG,Philips,5,94,4,161,0,ICU,Medium,Moderate,0,3,0
208,Infusion Pump,Mindray,3,75,0,384,4,Ward,High,Poor,1,1,1
209,MRI Scanner,Medtronic,8,44,1,437,5,Ward,Medium,Moderate,0,4,0
210,X-Ray,Medtronic,6,47,1,365,0,Ward,High,Moderate,1,2,1
211,X-Ray,Mindray,11,41,1,411,9,Diagnostic Center,High,Good,0,3,1
212,Patient Monitor,GE Healthcare,7,90,2,216,0,Ward,Medium,Good,0,4,0
213,ECG,Fujifilm,10,49,2,253,18,Diagnostic Center,Medium,Moderate,0,3,1
214,CT Scanner,Mindray,9,40,4,113,6,Diagnostic Center,High,Moderate,0,1,0
215,CT Scanner,Fujifilm,6,67,4,177,11,Diagnostic Center,Medium,Moderate,1,3,1
216,Patient Monitor,Mindray,5,57,4,100,7,Ward,Medium,Moderate,1,1,1
217,CT Scanner,Mindray,5,67,4,133,2,Lab,High,Poor,0,3,0
218,Patient Monitor,Siemens,10,107,2,190,0,Ward,High,Good,0,4,1
219,X-Ray,Siemens,1,82,12,9,1,Lab,Medium,Moderate,0,5,0
220,Ventilator,Siemens,7,60,1,363,11,ICU,Low,Moderate,1,4,1
221,Ultrasound,GE Healthcare,6,24,12,39,0,Operating Room,High,Good,1,5,0
222,MRI Scanner,Mindray,5,47,2,181,3,Lab,Medium,Poor,0,2,0
223,ECG,GE Healthcare,6,77,4,62,0,Lab,Low,Moderate,1,5,0
224,Ultrasound,GE Healthcare,9,30,1,416,0,Diagnostic Center,Medium,Good,0,4,1
225,Ultrasound,Mindray,7,113,1,362,0,ICU,High,Poor,0,1,1
226,Patient Monitor,Fujifilm,7,60,2,198,16,Ward,Medium,Poor,1,4,1
227,Ventilator,Mindray,5,61,6,61,0,Ward,High,Poor,1,3,1
228,X-Ray,Mindray,4,43,2,239,6,Ward,Medium,Moderate,0,1,0
229,MRI Scanner,Medtronic,7,72,4,162,15,Ward,High,Poor,0,2,1
230,Ventilator,Mindray,7,31,2,271,11,ICU,High,Good,0,1,0
231,Ventilator,Canon Medical,3,114,2,229,15,Diagnostic Center,High,Moderate,0,3,0
232,Ultrasound,Fujifilm,3,92,12,88,15,Diagnostic Center,Medium,Good,0,2,0
233,Ventilator,GE Healthcare,6,84,6,118,3,ICU,Low,Moderate,0,4,0
234,MRI Scanner,Mindray,9,25,4,92,5,ICU,Medium,Poor,0,2,0
235,X-Ray,Medtronic,6,65,2,178,4,ICU,High,Poor,0,2,1
236,Infusion Pump,Canon Medical,8,90,1,388,9,Ward,Medium,Poor,1,2,1
237,X-Ray,Mindray,8,74,12,95,5,Lab,Medium,Good,0,2,0
238,Ultrasound,Mindray,5,34,2,207,16,ICU,Medium,Poor,0,3,0
239,Ventilator,Mindray,5,43,6,60,3,Operating Room,Medium,Good,0,3,0
240,CT Scanner,GE Healthcare,9,48,2,265,0,ICU,Low,Good,0,3,1
241,Ultrasound,Siemens,8,44,12,23,6,Diagnostic Center,High,Moderate,1,5,0
242,Patient Monitor,GE Healthcare,7,98,2,186,9,Diagnostic Center,High,Good,0,4,1
243,CT Scanner,GE Healthcare,7,11,2,181,0,Diagnostic Center,High,Good,0,5,0
244,Ultrasound,Siemens,2,76,4,157,0,ICU,Medium,Poor,0,4,0
245,Infusion Pump,Mindray,7,27,12,54,9,Ward,Low,Moderate,0,1,1
246,Infusion Pump,Canon Medical,5,35,12,63,0,ICU,Low,Poor,0,2,0
247,Patient Monitor,Mindray,3,9,6,62,0,Operating Room,Low,Moderate,0,3,0
248,CT Scanner,Canon Medical,5,46,6,75,0,ICU,High,Good,0,2,0
249,Ventilator,Canon Medical,4,97,4,151,4,Lab,Medium,Good,0,2,1
250,Ultrasound,GE Healthcare,8,66,6,126,11,Operating Room,Medium,Poor,0,4,0
251,Ventilator,Mindray,8,30,6,62,7,Operating Room,Low,Good,0,2,1
252,X-Ray,Mindray,3,85,4,128,0,Diagnostic Center,High,Moderate,0,2,1
253,ECG,Siemens,4,90,4,124,13,Ward,High,Good,0,4,0
254,Infusion Pump,Siemens,7,62,4,90,9,Ward,Low,Moderate,1,3,1
255,Ventilator,Siemens,4,110,4,168,11,Operating Room,Medium,Good,0,4,0
256,Ventilator,Mindray,11,80,6,108,10,Diagnostic Center,Low,Good,0,2,0
257,Patient Monitor,Mindray,5,77,2,180,0,Operating Room,High,Moderate,0,2,1
258,MRI Scanner,Medtronic,6,39,2,213,0,Operating Room,Low,Good,0,4,0
259,Patient Monitor,Siemens,4,75,4,152,0,Diagnostic Center,Medium,Moderate,1,4,0
260,Infusion Pump,GE Healthcare,3,65,2,247,11,Ward,Medium,Poor,1,3,1
261,Patient Monitor,GE Healthcare,7,72,4,160,0,Diagnostic Center,Medium,Moderate,0,3,1
262,ECG,GE Healthcare,4,42,12,29,0,ICU,Medium,Good,0,4,0
263,Ultrasound,Siemens,1,63,4,166,0,Ward,Medium,Moderate,1,5,0
264,Infusion Pump,GE Healthcare,6,39,6,136,0,ICU,High,Poor,0,5,0
265,MRI Scanner,Canon Medical,7,6,1,436,0,Ward,Medium,Moderate,0,4,1
266,CT Scanner,Philips,9,84,12,105,3,ICU,Medium,Moderate,1,4,1
267,CT Scanner,Philips,6,22,4,72,0,ICU,High,Poor,0,3,0
268,Ultrasound,Medtronic,10,62,0,401,10,ICU,High,Poor,0,3,0
269,Ventilator,Medtronic,8,68,4,75,2,Ward,Medium,Good,1,2,1
270,CT Scanner,Medtronic,5,68,12,111,0,ICU,High,Poor,0,2,0
271,MRI Scanner,Siemens,11,52,1,344,4,Diagnostic Center,High,Good,0,5,1
272,Patient Monitor,Mindray,2,66,4,146,3,ICU,Low,Poor,0,3,0
273,X-Ray,Fujifilm,7,71,12,60,17,Ward,High,Good,0,2,1
274,Ultrasound,Siemens,5,78,0,357,6,ICU,High,Moderate,0,3,1
275,CT Scanner,GE Healthcare,5,103,4,71,0,ICU,Medium,Poor,0,5,0
276,CT Scanner,Fujifilm,6,65,4,76,3,Diagnostic Center,Medium,Good,0,2,0
277,X-Ray,Fujifilm,6,61,2,200,4,Diagnostic Center,Medium,Good,0,4,0
278,ECG,GE Healthcare,7,37,4,170,7,Diagnostic Center,Low,Moderate,0,4,0
279,Ultrasound,GE Healthcare,9,70,1,414,26,Ward,Medium,Moderate,1,5,1
280,X-Ray,Mindray,6,76,6,43,0,ICU,Medium,Good,0,2,0
281,Infusion Pump,Siemens,3,55,0,340,0,ICU,Medium,Moderate,0,4,1
282,Ventilator,Fujifilm,9,73,2,193,7,Operating Room,Medium,Moderate,0,3,0
283,Ultrasound,Siemens,7,52,4,77,16,Diagnostic Center,High,Good,0,3,1
284,Infusion Pump,Mindray,1,76,2,270,8,Diagnostic Center,Low,Moderate,1,1,1
285,Infusion Pump,GE Healthcare,9,82,2,246,1,Ward,High,Good,0,5,0
286,Ventilator,Siemens,4,82,6,71,9,Ward,Medium,Good,0,4,0
287,CT Scanner,Fujifilm,7,62,12,116,16,ICU,Medium,Moderate,0,4,1
288,Infusion Pump,Siemens,4,34,6,39,0,Lab,Low,Poor,0,4,0
289,Ultrasound,GE Healthcare,5,44,4,106,0,Ward,High,Moderate,1,4,0
290,Infusion Pump,Mindray,5,74,6,113,2,Ward,Medium,Good,0,3,0
291,Ventilator,GE Healthcare,4,121,12,48,4,Diagnostic Center,High,Moderate,1,5,0
292,CT Scanner,GE Healthcare,5,51,2,160,13,Lab,Low,Poor,0,5,0
293,Ultrasound,Siemens,6,71,2,230,0,ICU,Medium,Moderate,0,5,0
294,Patient Monitor,Medtronic,7,46,1,373,7,ICU,High,Moderate,1,2,1
295,Infusion Pump,Mindray,5,35,4,62,13,Lab,Medium,Poor,1,2,1
296,ECG,Mindray,5,43,12,67,3,Operating Room,High,Moderate,0,2,0
297,MRI Scanner,Canon Medical,5,7,4,112,0,Lab,High,Poor,0,2,0
298,ECG,Philips,6,93,4,148,7,ICU,Medium,Moderate,0,3,0
299,ECG,Philips,5,5,1,416,1,Diagnostic Center,High,Good,0,2,1
300,Ultrasound,Mindray,8,53,1,345,7,Lab,Low,Good,0,2,1
301,Patient Monitor,Mindray,4,30,4,97,0,Diagnostic Center,Medium,Moderate,0,1,0
302,ECG,Fujifilm,7,37,12,89,0,Ward,Medium,Moderate,0,2,0
303,Patient Monitor,Fujifilm,9,94,2,223,0,Ward,Low,Moderate,1,3,1
304,ECG,Siemens,10,65,6,51,0,ICU,Medium,Good,0,4,0
305,Infusion Pump,Canon Medical,5,35,1,386,12,Diagnostic Center,Medium,Poor,1,3,0
306,Patient Monitor,Medtronic,10,45,4,65,3,ICU,High,Poor,0,4,1
307,Ultrasound,GE Healthcare,3,40,4,62,11,ICU,Low,Moderate,0,4,0
308,Infusion Pump,GE Healthcare,6,58,6,34,0,ICU,Low,Moderate,1,4,0
309,CT Scanner,Mindray,10,64,0,433,1,Lab,High,Good,0,2,1
310,Infusion Pump,Canon Medical,5,107,1,366,0,Diagnostic Center,High,Moderate,0,4,1
311,Infusion Pump,Canon Medical,6,12,2,259,0,Diagnostic Center,Low,Moderate,0,3,1
312,Infusion Pump,Canon Medical,8,59,12,18,0,Operating Room,Medium,Moderate,0,2,0
313,ECG,Mindray,7,52,1,437,0,Diagnostic Center,Medium,Moderate,0,1,0
314,Ultrasound,GE Healthcare,2,83,0,449,10,ICU,Medium,Moderate,0,5,1
315,X-Ray,Medtronic,11,68,4,64,0,Diagnostic Center,Medium,Good,1,4,0
316,Ventilator,Philips,7,74,4,147,7,Ward,Low,Good,0,4,0
317,Ventilator,Fujifilm,5,68,6,75,0,Ward,Low,Poor,0,4,0
318,X-Ray,Canon Medical,6,36,12,82,0,ICU,Low,Good,0,4,0
